"","country","title","date","keywords_found","keywords_count","count_Common_Prosperity","count_Taiwan","count_Hong_Kong","count_Taiwan_independence","count_great_rejuvenation_of_the_Chinese_nation","count_Ukraine","count_NATO","count_reunification","count_South_China_Sea","count_Xinjiang","count_India","count_Peaceful_Reunification","count_one_china_principle","count_Tibet","count_Chinese_Dream","count_Community_of_Common_Destiny","count_Crimea","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","X.31","X.32","X.33","X.34","X.35","X.36","X.37","X.38","X.39","X.40","X.41","X.42","X.43","X.44","X.45","X.46","X.47","X.48","X.49","X.50","X.51","X.52","X.53","X.54","X.55","X.56","X.57","X.58","X.59","X.60","X.61","X.62","X.63","X.64","X.65","X.66","X.67","X.68","X.69","X.70","X.71","X.72","X.73","X.74","X.75","X.76","X.77","X.78","X.79","X.80","X.81","X.82","X.83","X.84","X.85","X.86","X.87","X.88","X.89","X.90","X.91","X.92","X.93","X.94","X.95","X.96","X.97","X.98","X.99","X.100","X.101","X.102","X.103","X.104","X.105","X.106","X.107","X.108","X.109","X.110","X.111","X.112","X.113","X.114","X.115","X.116","X.117","X.118","X.119","X.120","X.121","X.122","X.123","X.124","X.125","X.126","X.127","X.128"
"356","China","Address by H.E. Li Keqiang Premier of the State Council of the People's Republic of China at the Seventh China-CEEC Business Forum","11/28/2017 22:09","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","China","Speech by H.E. Li Keqiang Premier of the State Council of The People's Republic of China At the Sixth Summit of Heads of Government of China and Central and Eastern European Countries","11/28/2017 21:58","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","China","Speech by H.E. Li Keqiang Premier of the State Council of the People's Republic of China At the 12th East Asia Summit","11/15/2017 10:24","[""South China Sea""]","7","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","China","Speech by H.E. Li Keqiang Premier of the State Council of the People's Republic of China At the 20th China-ASEAN Summit","11/14/2017 10:21","[""NATO"", ""South China Sea"", ""Common Prosperity""]","10","1","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","China","Speech by H.E. Li Keqiang Premier of the State Council of the People's Republic of China At the 20th ASEAN Plus China, Japan and ROK Summit","11/14/2017 10:04","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","China","Press releaseMeeting of BRICS Ministersof Foreign Affairs/International Relations","9/26/2017 18:42","[""India""]","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","China","Fulfilling a Serious Commitment to a Future of Peace","9/21/2017 19:35","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","China","Toward Peace and Development for All","9/21/2017 3:18","[""Chinese Dream""]","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","China","Forge Ahead under the Guidance of General Secretary Xi Jinping's Thought on Diplomacy","9/1/2017 16:40","[""Taiwan"", ""Xinjiang"", ""Hong Kong"", ""Tibet"", ""South China Sea"", ""Chinese Dream"", ""Common Prosperity""]","13","2","1","1","0","0","0","0","0","2","1","0","0","0","1","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","China","Study and Implement General Secretary Xi Jinping'sThought on Diplomacy in a Deep-going Way andKeep Writing New Chapters of Major-Country Diplomacywith Distinctive Chinese Features","7/17/2017 18:26","[""Taiwan"", ""South China Sea"", ""Chinese Dream"", ""Taiwan independence"", ""reunification""]","12","0","2","0","1","0","0","0","1","1","0","0","0","0","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","China","Transcript of Premier Li Keqiang's Dialogue With WEF Chief and International Business Leaders At the Annual Meeting of the New Champions 2017","6/28/2017 16:38","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","China","Working Together to Address Global Security Challenges and Build a Community of Shared Future for Mankind","6/24/2017 17:40","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","China","Work Together to Fight Poverty and Achieve Common Prosperity","6/21/2017 21:34","[""Common Prosperity""]","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","China","Full text of President Xi's speech at opening of Belt and Road forum","5/15/2017 14:10","[""India""]","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","China","Stay Committed to the Goal of Denuclearization Uphold Peace and Stability on the Peninsula","4/29/2017 15:04","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","China","Work Together to Build Partnerships and Pursue Peace and Development","3/20/2017 19:25","[""South China Sea""]","4","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","China","Transcript of Premier Li Keqiang's Meeting with the Press at the Fifth Session of the 12th National People's Congress","3/16/2017 19:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","China"," employees for some time to give them a leg-up. All in all"," easing the transition for laid-off workers will remain our top concern in cutting overcapacity and pursuing the supply-side structural reform. ThePaper.cn: In the run-up to this year's two Sessions"," together with 27 online media outlets"," conducted an online survey on the theme of """"What I wish to say to the Premier"""" to solicit public comments and suggestions for the government. Viewers were further requested by ThePaper.cn and Toutiao.com to vote on entries on people's daily lives. The question of """"what will happen to my home when the 70-year term of land use right expires"""""," has received the most votes"," or 21.31 million in total. My question is"," what will the government do to address this public concern? Premier Li: Our ancestors believe that one shall have his peace of mind when he possesses a piece of land. So it's understandable for internet users and other members of the general public to feel concerned about the expiry of the 70-year term land use right of their residences. The State Council had asked the relevant departments to respond to these concerns. Specifically"," the term can be renewed"," and no application or pre-set conditions needs to be filed or met. And the expiry will not affect any transactions over the property. Some people may wonder whether there will be legal safeguards for this right. I want to tell you that the State Council has entrusted relevant departments to speed up their study on relevant laws and come up with a proposal. Manager Daily of Thailand: The Obama administration adopted a rebalancing policy towards the Asia-Pacific region while the Trump administration is yet to spell out its policy in Asia. Thailand and other countries in Southeast Asia hope this region maintains peace and stability. We don't want to see any conflict between China and the US here"," even more reluctant to take sides. How do you view China's present role in the Asia-Pacific region? What is China's ideal order and role for the region? How can China and the US live in peace in this region? Premier Li: The Asia-Pacific is the common home for all countries in this region. China does not want to see any party feeling compelled to choose sides under the influence of the Cold-War mentality. We believe regional affairs should be handled on the merits of each case and in a way that is conducive to continued peace and stability. As for ASEAN"," we always put ASEAN in a priority position in China's neighborhood diplomacy"," and support ASEAN community building and its centrality in regional cooperation. China hopes to see an Asia-Pacific that enjoys order and stability"," that is able to build consensus through consultation and properly manage differences"," and has the wisdom to resolve disputes. China and ASEAN have been pushing forward the consultation on a code of conduct in the South China Sea. Substantive progress has been made in this regard and we will keep working on that. It is our hope that peace and stability in the South China Sea could be maintained"," specific disputes be resolved through dialogue by the parties directly concerned and all countries in the region work together for peace"," stability and development. For years"," China and the United States have been cooperating in many areas in the Asia-Pacific region. Many US multinationals place their Asia-Pacific headquarters in China. We hope that the areas of cooperation between the two countries will continue to widen"," providing more opportunities for ASEAN countries instead of being a cause of concern for them. Xinhua News Agency: We've discovered that there is growing complaint on the part of businesses about the heavy burden of taxes and fees. They say that even with hard work"," they couldn't make much money. And we've also heard complaints from Chinese consumers that some high-end goods are not yet domestically made. What is your response to their complaints"," Mr. Premier? And what steps will the government take to resolve the issue? Premier Li: I devoted a significant portion of my government work report on further cutting taxes and fees"," particularly the myriad of excessive administrative fees that are exacting a heavy burden on businesses. These fees are used to cover certain expenses"," such as keeping up some payrolls. To cut down fees"," the government must tighten its belt. I have made it clear that the central government will take the lead in doing so and cut its general expenditures by no less than 5% this year. And in my discussions with officials from local governments"," they all agreed that this is what they also need to do. So we will use this painful adjustment on the part of the government to make things easier for businesses to enhance their competitiveness. Furthermore"," we will take steps this year to cut broadband"," electricity and logistics costs. Our goal is to bring down taxes and fees by up to one trillion RMB yuan. A most fundamental measure is to reduce government-imposed transaction cost. As for the complaints of some Chinese consumers about the quality of domestically made goods"," I believe this is an important message to all Chinese businesses to enhance quality control. It is also an important part of the supply-side structural reform. We've launched the Made in China 2025 strategy"," which aims to raise the quality of Chinese products and equipment. Some people question if that means China will reduce import and retreat in its opening-up. That is a misunderstanding. On the contrary"," raising our own products' quality and upgrading our own industries to a medium-high level would actually require us to open even wider to the outside world and introduce more advanced technologies and products. In this process"," we will see to it that intellectual property rights will be well protected for the benefit of their proprietors. As for those high-end products which cannot be manufactured locally for the time being"," we may consider lowering tariffs to boost import. In a word"," we need to give our consumers more options and more benefits"," and most importantly"," harden the resolve of Chinese companies to win over consumers with their commitment to high quality and workermanship. United Daily News of Taiwan: Over the past year"," relations across the Taiwan Straits have become complex and grave with an uncertain future. Under such circumstances"," what will the mainland do to uphold peaceful development of cross-Straits relations and safeguard the well-being of people on both sides? Premier Li: People on the two sides of the Taiwan Straits are brothers and sisters. Blood is thicker than water. No matter how the situation on Taiwan may evolve"," it cannot sever the fraternal bond between the two sides"," or change the history or the reality that both sides of the Taiwan Straits belong to one and the same China. Nor will it weaken our resolve and sincerity for peaceful growth of cross-Straits relations. Our policy towards Taiwan has been consistent and clear-cut"," that is"," we will stick to the political foundation of the 1992 consensus"," which embodies the one-China principle"," firmly oppose Taiwan independence"," uphold peace across the Taiwan Straits and peaceful development of cross-Straits relations and improve the well-being of people on both sides. The peaceful growth of cross-Straits relations has brought new opportunities for people on both sides. According to current statistics"," people on Taiwan make 5 million visits across the Straits every year. We will introduce more policies to provide more convenience for people in Taiwan to work and live on the mainland as family. We welcome investment from Taiwan businesses. I recall that at last year's press conference"," I was asked whether the mainland will keep preferential policies toward Taiwan businesses. I wish to reiterate here that such policies will be maintained to enable Taiwan businesses and people to share in China's development opportunities with their compatriots on the mainland. After all"," we are one family. Radio France: The European Union is China's second largest commercial partner with a trade deficit of 137 billion euros in favor of China and a large number of European businesses complain about that. What is China proposing to improve market access condition for European businesses? And what about better reciprocity of foreign investments? Premier Li: You rightly referred to the trade deficit figure as EU statistics. The fact of the matter is"," China never goes after trade surpluses. What we want is balanced trade"," as unbalanced trade would not be sustainable. Talking about profits"," I think European companies have not just earned profits in China"," but have also taken the lion's share of such profits"," as they are at the higher end of the industrial chain. If the EU could ease its restrictions on high-tech exports to China"," I believe that would make a big difference in our trade balance. China has proposed to the EU to push forward the BIT negotiations. We hope to receive a positive response. A high-standard BIT will help two-way opening-up between the two sides. And pending that"," we will continue to widen market access for European businesses and ensure that European-invested companies registered in China receive the same treatment as domestic Chinese enterprises. With respect to trade frictions between the two sides"," we have gained good experience in properly addressing them. Here I want to emphasize that China has all along supported a united"," prosperous and stable European Union"," a strong euro"," and the European integration process. We believe that is good for economic globalization"," for a multipolar world and for diversity of civilizations. We feel optimistic about the future of the EU and the future of China-EU relations. Beijing News: In recent years"," smog has caused great public concern and severely affected people's lives. Yet we also discover that whenever a major event is held"," the smog would disappear and people would take pictures of blue skies and post them online with much excitement. So I want to ask you"," Mr. Premier"," what can you do to make sure that blue skies are no longer a luxury? Premier Li: I fully understand that the smog is a huge irritant in people's lives. Like air"," blue skies treat everyone equally. We all want to see more blue-sky days. In the course of development"," China is confronted with severe environmental challenges"," smog in particular. In my government work report"," I laid out five key measures for smog control and we will push them through with full determination to fight and win the battle on smog. But to be honest with you"," that will take time. The main targets for smog control would be to tackle coal-burning"," vehicle emissions and dust. In addition"," during this year's Two Sessions"," I was told by a scientist that apart from these obvious causes"," we have not yet fully understood how smog is formed"," which is as important. He said"," the smog in Northern China during winter is unique compared to that in other parts of the world. Of course"," this is not the proper venue to expand on this subject"," and the scientists will have to conduct further research. But one thing I can tell you is that we will set up a special fund to bring in the best scientists to dig into this matter regardless of cost and uncover the unknown factors to make our campaign against smog more effective. We may not be able to control the weather"," but we can adjust our behavior and our way of development. I feel the same way as you all do. Smog must be put under control and blue skies should no longer be a luxury"," nor will it be. China Consumer News: Today is the Consumers' Rights Day. Can you say a few words to consumers"," Mr. Premier? Premier Li: You and I are all consumers"," and we all need protection of our rights. To use popular Internet language"," we should give """"thumbs-up"""" to quality products and """"blacklist"""" those bad traders. With joint efforts"," we will enjoy more quality products and a better life year after year.""","[""Taiwan"", ""Hong Kong"", ""South China Sea"", ""Taiwan independence""]","28","0","13","12","1","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","China","Remarks by H.E. Yang Jiechi State Councilor of the People's Republic of China At the Opening Ceremony of 2017 First BRICS Sherpa Meeting","2/23/2017 14:54","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","China","Jointly Shoulder Responsibility of Our Times, Promote Global Growth","1/17/2017 16:48","[""NATO"", ""Common Prosperity""]","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","China","Speech by Foreign Minister Wang Yi at the Opening of the Symposium On International Developments and China's Diplomacy in 2016","12/3/2016 12:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","China","cross the board. We will also deepen solidarity and cooperation with emerging markets and developing countries and build an important platform for South-South cooperation with global influence. We must secure a favorable external environment. We will step up communication and coordination with the new US administration to expand practical cooperation while properly managing differences"," and to achieve sustained"," tap into the complementarity of our development strategies and deepen cooperation on major projects. We will pursue greater progress in China-EU relations by seizing the opportunities presented by the 45th anniversary of China's diplomatic relations with the UK and Germany in 2017 and the vision to build China-EU partnership in four aspects. We will intensify friendly cooperation with ASEAN countries"," promote solid and in-depth Lancang-Mekong Cooperation"," keep to the right approach of settling the South China Sea issue through dialogue and negotiation"," and turn the relevant waters into a sea of peace"," friendship and cooperation. We will actively explore viable ways to achieve denuclearization on the Korean Peninsula"," strive to bring the nuclear issue back to the negotiation table"," and resolutely uphold peace and stability on the Peninsula. We will take a constructive part in Afghanistan's peace and reconciliation process"," and advance friendly and cooperative relations with all countries in South Asia. As 2017 marks the 25th anniversary of diplomatic relations between China and Central Asian countries"," we will work to bring our relations to a higher level through the SCO and CICA. We will remain deeply involved in global governance. We will follow up on all the outcomes of the G20 Hangzhou Summit. As we implement the 2030 Agenda and the Paris Agreement"," we have an opportunity to shape the international agenda on development and cooperation through our participation in the World Economic Forum"," G20"," APEC"," SCO and other fora"," and effect change in the global economic governance system. We will encourage the UN to play a leading role"," work with it to put the China-UN Peace and Development Fund to best use"," and solidify UN's position at the heart of global peace and security. We will give robust support to China's domestic development agenda. In conducting diplomatic work"," we always bear in mind the larger picture of China's reform"," development and stability"," keenly grasp what is most needed at home"," earnestly safeguard the economic and financial security of the country"," and resolutely defend our legitimate interests overseas. We will better address new issues arising from China's growing business and personnel presence abroad. The Foreign Ministry will continue to present Chinese provinces to an international audience"," devise creative measures to support their opening-up"," and foster more enabling conditions for their reform and development efforts. We will continue to do a good job in protecting and assisting Chinese nationals overseas. To serve the people is the very purpose of China's diplomacy and we will remain true to this mission. It is estimated that in the coming five years"," Chinese nationals will make 700 million outbound visits"," which will put a higher demand on our consular protection service. We will improve the consular protection mechanism and capacity"," do everything in our power to uphold the legitimate rights and interests of Chinese nationals and businesses overseas"," and make it easier to travel with a Chinese passport. All these efforts are designed to make the foreign trips of Chinese citizens safer and smoother"," and to better protect their interests. Distinguished experts"," The international system is going through major transformation and change. Many of the changes are unprecedented; many problems are unexpected. But on reflection"," they make sense"," as every transformation and change has its internal dynamics and a set pattern. Those who can grasp the underlying trend will be in an advantageous position to set the pace and shape events. It is incumbent upon the Foreign Ministry to step up forward-looking and strategic studies and provide more insightful and valuable recommendations to our leaders. Meanwhile"," I would encourage you"," experts and scholars who have long been engaged in international studies and foreign relations"," to devote more attention to the fundamental"," indicative trends in the world. Personally I would suggest that you follow these six trends: first"," the evolution of the international architecture; second"," economic globalization and regional integration; third"," reform of the global governance system; fourth"," the domestic and foreign policies of major countries; fifth"," main thoughts and public opinions globally; and sixth"," global challenges and hotspot issues. These are some of the possible topics for your consideration. We look forward to benefiting from your prescient views and valuable ideas. Thank you.""","[""Taiwan"", ""Xinjiang"", ""Hong Kong"", ""Tibet"", ""NATO"", ""South China Sea""]","13","0","1","1","0","0","0","0","0","9","1","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","China","Work Together to Embrace the Bright Future of China-US Business Cooperation","11/23/2016 21:28","[]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","China","Speech by H.E. State Councilor Yang Jiechi At the Reception for the 45th Anniversary of the Restoration of The Lawful Seat of the People's Republic of China in the United Nations","10/26/2016 15:55","[""Chinese Dream""]","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","China","Building a Stronger ACD for an Asian Community of Shared Future","10/11/2016 8:53","[""Common Prosperity""]","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","China","Work Together for a World of Peace, Stability and Sustainable Development","9/22/2016 14:31","[""Common Prosperity""]","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","China","Yang Jiechi Gives Interview on G20 Hangzhou Summit","9/7/2016 14:42","[""Common Prosperity""]","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","China","Keynote Speech by H.E. Xi Jinping, President of the People's Republic of China, at the Opening Ceremony of the B20 Summit","9/3/2016 9:47","[""Common Prosperity""]","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","China","President Xi Jinping's Congratulatory Message and State Councilor Yang Jiechi's Keynote Speech to The Opening Ceremony of the Coordinators' Meeting on the Implementation of  The Follow-up Actions of the Johannesburg Summit of The Forum on China-Africa Cooperation","7/29/2016 14:39","[""NATO"", ""South China Sea"", ""Chinese Dream""]","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","China","Work Report by Foreign Minister Wang Yi At the Plenary Session of the Coordinators' Meeting On the Implementation of the Follow-up Actions of The Johannesburg Summit of The Forum on China-Africa Cooperation","7/29/2016 14:37","[""Taiwan"", ""NATO"", ""South China Sea""]","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
